28.235,27.98,27.624,25.025,25.027,25.155,25.011,26.866,26.743,27.341,25.032,25.086,27.811,27.525,26.682,26.696,26.662,28.042,27.708,25.9,25.769
4.0894,4.8386,3.9677,4.1579,4.141,4.1056,4.1588,4.3275,4.4059,4.2878,4.0026,4.3372,3.96,4.052,4.1917,4.1582,4.2268,4.3207,4.3579,4.3924,4.4572
