4.2928,4.2928,4.2928
4.2094,4.2928,4.3698
4.1185,4.2928,4.4412
4.0184,4.2928,4.5079
3.9071,4.2928,4.5704
3.782,4.2928,4.6293
3.6389,4.2928,4.6848
3.4718,4.2928,4.7375
3.2712,4.2928,4.7875
3.0198,4.2928,4.8351
